Level,Brand,Main,Category,Parent,Market,Why?,Proof,Alternatives
DO_NOT_BUY,Porsche,Auto,Vehicles,Volkswagen Group,,Ordered $4 Billion worth of sensors From IsraelÕs Innoviz Technologies Ltd.,https://www.timesofisrael.com/Israeli-innoviz-secures-4b-deal-to-supply-volkswagen-with-lidar-sensors/,
DO_NOT_BUY,Pot Noodle,Food,Asian Food,Unilever,UK,"Unilever operates in Israel through its local subsidiary. It has forced its other subsidiary Ben & JerryÕs into maintaining business with Israel, including selling to its illegal settlements. Unilever profits from the Israeli economy while remaining silent on the injustice of the Occupation. Its Annual Revenue was $63.29 billion in 2023, higher than the GDP of 122 countries.",https://bdsmovement.net/news/unilever-stop-undermining-ben-jerrys-decision-end-israel-settlement-business,
DO_NOT_BUY,Powerade,Food-Beverage,Sports Drinks,Coca-Cola,,"Coca-Cola operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.",https://www.foa.org.uk/campaign/boycottcocacola,
DO_NOT_BUY,Prada,Fashion,Mens Clothing and Accessories-High End | Womens Clothing and Accessories-High End | Shoes | Perfume | Cologne | Cosmetics | Skincare,Prada,,"Prada Beauty is in partnership with L'Oreal, which has heavy investment in and operates a factory in Occupied Palestine.",https://bdsmovement.net/news/l%E2%80%99oreal-makeup-israeli-apartheid,
DO_NOT_BUY,Predator Energy Drink,Food-Beverage,Energy Drinks,Monster Beverage Corp.,,"Monster is partly owned by Coca-Cola, which operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.",https://www.foa.org.uk/campaign/boycottcocacola,
DO_NOT_BUY,Prestigio,Food-Sweets,Chocolate,Nestle,Brazil,Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.,https://en.wikipedia.org/wiki/Osem_(company),
DO_NOT_BUY,Pret A Manger,Restaurants,Coffee and Pastry Shops,JAB Holding Company,,"Pret is owned by JAB Holding. JAB Holding Company funds the Landecker Foundation, which is a German organization fighting anti-semitism by supporting Hillel, a Zionist campus group, and cooperating with Hebrew University, without advocating for justice for Palestinians.",https://www.alfredlandecker.org/en/projects/cooperation-with-the-hebrew-university-of-jerusalem,
DO_NOT_BUY,PrettyLitter,Pet Products,Cat Litter,Mars,,Mars committed investing $1 Billion dollars in partnership with Jerusalem Venture Partners (JVP) to foster food tech solutions in Israel,https://aus.mars.com/news-and-stories/press-releases/mars-partners-with-jerusalem-venture-partners,
DO_NOT_BUY,Priceline,Travel,Online Booking,Booking Holdings,,"Booking.com, whose parent company Booking Holdings owns Priceline, allows listings in occupied Palestinian territory, and after initially deciding to add a label to properties which are in occupied territory, reversed that move under pressure from Israel.",https://www.aljazeera.com/news/2022/10/5/is-booking-com-reversal-palestine-corporate-hypocrisy,
DO_NOT_BUY,Prilosec,Personal Care-Health,Heartburn,Procter and Gamble,,"P&G is one of the largest clients of Israeli company Avgol, which makes textiles for hygienic products. Avgol Nonwoven operates a plant in the Barkan industrial complex, an illegal Israeli manufacturing settlement on the West Bank adjacent to the settlements of Barkan and Ariel.",https://www.arabamerica.com/10-brands-youll-give-youre-boycotting-israel/,
DO_NOT_BUY,Prima Diapers,Baby,Diapers,Procter and Gamble,Turkey,"P&G is one of the largest clients of Israeli company Avgol, which makes textiles for hygienic products. Avgol Nonwoven operates a plant in the Barkan industrial complex, an illegal Israeli manufacturing settlement on the West Bank adjacent to the settlements of Barkan and Ariel.",https://www.arabamerica.com/10-brands-youll-give-youre-boycotting-israel/,
DO_NOT_BUY,Primark,Fashion,Mens Clothing and Accessories | Womens Clothing and Accessories | Clothing Stores,Primark Stores Ltd.,,"Uses Delta Galil fabric, an Israeli textile company with manufacturing and operations in illegal West Bank settlements.",http://www.inminds.com/boycott-delta-galil.html,
DO_NOT_BUY,Primo Water,Food-Beverage,Water-Bulk,Primo Water Corp,,"Primo Water owns Eden Springs, a British-Israeli water company which steals water resources from the farmers and towns in the Golan Heights, restricting access to it for non Israelis.",https://bdsmovement.net/news/bds-victory-against-eden-springs,
DO_NOT_BUY,Prince Cookies,Food-Snacks,Cookies,Mondelez International,,Mondelez invests in Israeli startups in Occupied Palestine.,https://ir.mondelezinternational.com/news-releases/news-release-details/mondelez-international-snackfutures-makes-seed-investment,
DO_NOT_BUY,Prince Polo Chocolate,Food-Sweets,Chocolate,Mondelez International,Eastern Europe,Mondelez invests in Israeli startups in Occupied Palestine.,https://ir.mondelezinternational.com/news-releases/news-release-details/mondelez-international-snackfutures-makes-seed-investment,
DO_NOT_BUY,Prince Sports,Fashion,Athletic Shoes and Apparel,Authentic Brands Group,,"Prince Sports is owned by Authority Brands, which supports the occupation by offering company matching of employee giving to charities in Israel, with no mention of Palestine.",https://www.linkedin.com/posts/weareauthentic_activity-7118355618335191041-ycPy?utm_source=share&utm_medium=member_desktop,
DO_NOT_BUY,Princes Gate Water,Food-Beverage,Water,Nestle,,Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.,https://en.wikipedia.org/wiki/Osem_(company),
DO_NOT_BUY,Princessa Chocolate,Food-Sweets,Chocolate,Nestle,Eastern Europe,Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.,https://en.wikipedia.org/wiki/Osem_(company),
DO_NOT_BUY,Pringles,Food-Snacks,Chips,Kellanova,,"Kellanova sells its products in Israel through large local distributor Schestowitz Ltd, profiting from the Israeli economy while silent on the injustice of the Occupation. Its Annual Revenue was $19.14 billion in 2023, higher than the GDP of 86 countries.",https://en.globes.co.il/en/article-754126,
DO_NOT_BUY,Proctor and Gamble,Companies,Multinational-Consumer,Procter and Gamble,,"P&G is one of the largest clients of Israeli company Avgol, which makes textiles for hygienic products. Avgol Nonwoven operates a plant in the Barkan industrial complex, an illegal Israeli manufacturing settlement on the West Bank adjacent to the settlements of Barkan and Ariel.",https://www.arabamerica.com/10-brands-youll-give-youre-boycotting-israel/,
DO_NOT_BUY,Prodent Toothpaste,Personal Care-Dental,Toothpaste,Unilever,,"Unilever operates in Israel through its local subsidiary. It has forced its other subsidiary Ben & JerryÕs into maintaining business with Israel, including selling to its illegal settlements. Unilever profits from the Israeli economy while remaining silent on the injustice of the Occupation. Its Annual Revenue was $63.29 billion in 2023, higher than the GDP of 122 countries.",https://bdsmovement.net/news/unilever-stop-undermining-ben-jerrys-decision-end-israel-settlement-business,
DO_NOT_BUY,Proenza Schouler,Fashion,Womens Clothing and Accessories-High End,L'Oreal,,L'Oreal has heavy investment in and operates a factory in Occupied Palestine.,https://bdsmovement.net/news/l%E2%80%99oreal-makeup-israeli-apartheid,
DO_NOT_BUY,Promite,Food,Yeast Spread,Mars,,Mars committed investing $1 Billion dollars in partnership with Jerusalem Venture Partners (JVP) to foster food tech solutions in Israel,https://aus.mars.com/news-and-stories/press-releases/mars-partners-with-jerusalem-venture-partners,
DO_NOT_BUY,Propel Sports Drink,Food-Beverage,Sports Drinks,PepsiCo,,PepsiCo owns SodaStream and 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.,https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall#xj4y7vzkg,
DO_NOT_BUY,Protex,Personal Care-Hygiene,Soap Products | Body Wash | Skincare-Affordable,Colgate Palmolive,Latin America | Africa | Asia,"Colgate Palmolive maintains a Hebrew language site for Israel, selling its products through large local distributor Schestowitz Ltd. Colgate profits from the Israeli economy while silent on the injustice of the Occupation. Its Annual Revenue was $19.14 billion in 2023, higher than the GDP of 86 countries.",https://www.palmolive.co.il,
DO_NOT_BUY,Provamel,Food,Milk Products,Danone S.A.,,"Provamel is owned by Danone, a French multinational food-products corporation that holds 20% shares of IsraelÕs Strauss Group food company.",https://www.strauss-group.com/partner/partnership_danone/,
DO_NOT_BUY,Pucci,Fashion,Mens Clothing and Accessories-High End | Womens Clothing and Accessories-High End | Shoes | Perfume | Cologne | Cosmetics | Skincare,LVMH,,This brand is owned by LVMH. LVMH owner Bernard Arnault invests hundreds of millions in Israeli companies.,https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/,
DO_NOT_BUY,Puffs Tissue,Household,Tissue,Procter and Gamble,,"P&G is one of the largest clients of Israeli company Avgol, which makes textiles for hygienic products. Avgol Nonwoven operates a plant in the Barkan industrial complex, an illegal Israeli manufacturing settlement on the West Bank adjacent to the settlements of Barkan and Ariel.",https://www.arabamerica.com/10-brands-youll-give-youre-boycotting-israel/,
DO_NOT_BUY,Pull & Bear,Fashion,Mens Clothing and Accessories | Womens Clothing and Accessories,Inditex,,"Inditex owns Zara. Joey Schwebel, chairman ofÊIsrael's Zara franchise, hostedÊanti-PalestinianÊMK ItamarÊBen Gvir for a campaign event a week prior to upcoming elections.",https://new.thecradle.co/articles/palestinians-boycott-zara-for-hosting-israeli-extremist,
DO_NOT_BUY,Pull Ups,Baby,Diapers,Kimberly-Clark,,"Kimberly-Clark is a significant customer of Avgol (19% of revenue), a company with a factory in the Barkan Industrial Area, adjacent to the illegal Israeli settlement of Barkan in the occupied West Bank.",https://investigate.afsc.org/company/indorama-ventures,
DO_NOT_BUY,Puma,Fashion,Athletic Shoes and Apparel,Puma Group,,"Puma is the main sponsor of the Israel Football Association (IFA), which includes teams in IsraelÕs illegal settlements on occupied Palestinian land. They are not renewing in 2024 but we urge you to keep up the pressure till they publicly oppose the Occupation.",https://bdsmovement.net/boycott-puma,
DO_NOT_BUY,Pump Water,Food-Beverage,Water,Coca-Cola,Australia,"Coca-Cola operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.",https://www.foa.org.uk/campaign/boycottcocacola,
DO_NOT_BUY,Punky Colour,Personal Care-Hair,Hair Color | Shampoo,American International Industries,,"American International is owned by Zvi Ryzman, an Israeli American dual citizen who grew up in Tel Aviv and served in the IOF.",https://wwd.com/feature/ardell-breaks-into-color-cosmetics-10894029/,
DO_NOT_BUY,Pure Drop Water,Food-Beverage,Water,Coca-Cola,New Zealand,"Coca-Cola operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.",https://www.foa.org.uk/campaign/boycottcocacola,
DO_NOT_BUY,Pure Encapsulations,Personal Care-Health,Vitamins and Supplements,Nestle,,Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.,https://en.wikipedia.org/wiki/Osem_(company),
DO_NOT_BUY,Pure Leaf,Food-Beverage,Iced Tea,PepsiCo,,PepsiCo owns SodaStream and 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.,https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall#xj4y7vzkg,
DO_NOT_BUY,Pure Life,Food-Beverage,Water,Nestle,Outside USA,Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.,https://en.wikipedia.org/wiki/Osem_(company),
DO_NOT_BUY,Pure Line Soap,Personal Care-Hygiene,Soap Products,Unilever,MENA,"Unilever operates in Israel through its local subsidiary. It has forced its other subsidiary Ben & JerryÕs into maintaining business with Israel, including selling to its illegal settlements. Unilever profits from the Israeli economy while remaining silent on the injustice of the Occupation. Its Annual Revenue was $63.29 billion in 2023, higher than the GDP of 122 countries.",https://bdsmovement.net/news/unilever-stop-undermining-ben-jerrys-decision-end-israel-settlement-business,
DO_NOT_BUY,Pure Organic,Food-Snacks,Natural Snacks,Kellanova,,"Kellanova sells its products in Israel through large local distributor Schestowitz Ltd, profiting from the Israeli economy while silent on the injustice of the Occupation. Its Annual Revenue was $19.14 billion in 2023, higher than the GDP of 86 countries.",https://en.globes.co.il/en/article-754126,
DO_NOT_BUY,Pureflo Water Systems,Household,Water Purifying Equipment,Primo Water Corp,Canada,"Primo Water owns Eden Springs, a British-Israeli water company which steals water resources from the farmers and towns in the Golan Heights, restricting access to it for non Israelis.",https://bdsmovement.net/news/bds-victory-against-eden-springs,
DO_NOT_BUY,Pureit Water Systems,Household,Water Purifying Equipment,Unilever,India,"Unilever operates in Israel through its local subsidiary. It has forced its other subsidiary Ben & JerryÕs into maintaining business with Israel, including selling to its illegal settlements. Unilever profits from the Israeli economy while remaining silent on the injustice of the Occupation. Its Annual Revenue was $63.29 billion in 2023, higher than the GDP of 122 countries.",https://bdsmovement.net/news/unilever-stop-undermining-ben-jerrys-decision-end-israel-settlement-business,
DO_NOT_BUY,Pureology,Personal Care-Hair,Hair Care | Shampoo,L'Oreal,,L'Oreal has heavy investment in and operates a factory in Occupied Palestine.,https://bdsmovement.net/news/l%E2%80%99oreal-makeup-israeli-apartheid,
DO_NOT_BUY,Purex Detergent,Household-Cleaning,Laundry Detergent,Henkel,,HenkelÊinvests in Israeli technology namely by investing in Feelit. A company with its roots in Isra‘l.,https://www.henkel.com/press-and-media/press-releases-and-kits/2021-01-07-henkel-invests-in-technology-startup-feelit-1141594,
DO_NOT_BUY,Purina,Pet Products,Dog Food | Cat Food,Nestle,,Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.,https://en.wikipedia.org/wiki/Osem_(company),
DO_NOT_BUY,Puritans Pride,Personal Care-Health,Vitamins and Supplements,Nestle,,Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.,https://en.wikipedia.org/wiki/Osem_(company),
DO_NOT_BUY,Qeelin,Fashion,Jewelry-High End,Kering,,"Kering is owned by Artemis Group, which also owns Puma. Puma is the main sponsor of the Israel Football Association, which includes teams in Israel's illegal settlements. They are not renewing in 2024 but we urge you to keep up the pressure till they publicly oppose the Occupation.",https://bdsmovement.net/boycott-puma,
DO_NOT_BUY,Quaker Oats,Food,Oatmeal,Quaker Oats,,"The owner of Quaker Oats, PepsiCo, bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.",https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall#xj4y7vzkg,
DO_NOT_BUY,Quality Street,Food-Sweets,Chocolate,Nestle,UK,Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.,https://en.wikipedia.org/wiki/Osem_(company),
DO_NOT_BUY,Quatro Soda,Food-Beverage,Soda,Coca-Cola,Latin America,"Coca-Cola operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.",https://www.foa.org.uk/campaign/boycottcocacola,
DO_NOT_BUY,Queen V,Personal Care-Health,Womens Health,Reckitt Benckiser,,Reckitt BenckiserÊsigned a cooperation agreement with the Israel Innovation Authority seeking investments in Israeli startups.,https://en.globes.co.il/en/article-reckitt-benckiser-seeks-investments-in-israeli-cos-1001262747,
DO_NOT_BUY,Quiksilver,Fashion,Athletic Shoes and Apparel,Authentic Brands Group,,"Quiksilver is owned by Authority Brands, which supports the occupation by offering company matching of employee giving to charities in Israel, with no mention of Palestine.",https://www.linkedin.com/posts/weareauthentic_activity-7118355618335191041-ycPy?utm_source=share&utm_medium=member_desktop,
DO_NOT_BUY,Quilted Northern,Household,Toilet Tissue,Koch Industries,,"Georgia Pacific is owned by the Koch brothers, who are heavily invested in Israel.",https://circuit.news/2022/11/06/kochs-israeli-investment-chief-aims-to-disrupt-venture-capital-funding/,
DO_NOT_BUY,Quix Dish Soap,Household-Cleaning,Dish Soap,Unilever,Latin America,"Unilever operates in Israel through its local subsidiary. It has forced its other subsidiary Ben & JerryÕs into maintaining business with Israel, including selling to its illegal settlements. Unilever profits from the Israeli economy while remaining silent on the injustice of the Occupation. Its Annual Revenue was $63.29 billion in 2023, higher than the GDP of 122 countries.",https://bdsmovement.net/news/unilever-stop-undermining-ben-jerrys-decision-end-israel-settlement-business,
DO_NOT_BUY,Radox,Personal Care-Hygiene,Soap Products,Unilever,,"Unilever operates in Israel through its local subsidiary. It has forced its other subsidiary Ben & JerryÕs into maintaining business with Israel, including selling to its illegal settlements. Unilever profits from the Israeli economy while remaining silent on the injustice of the Occupation. Its Annual Revenue was $63.29 billion in 2023, higher than the GDP of 122 countries.",https://bdsmovement.net/news/unilever-stop-undermining-ben-jerrys-decision-end-israel-settlement-business,
DO_NOT_BUY,Ralph Lauren,Fashion,Mens Clothing and Accessories | Womens Clothing and Accessories,Ralph Lauren,,"Uses Delta Galil fabric, an Israeli textile company with manufacturing and operations in illegal West Bank settlements.",http://www.inminds.com/boycott-delta-galil.html,
DO_NOT_BUY,Randoms Candy,Food-Sweets,Candy,Nestle,,Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.,https://en.wikipedia.org/wiki/Osem_(company),
DO_NOT_BUY,Rani Juice,Food-Beverage,Juice,Coca-Cola,MENA | India,"Coca-Cola operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.",https://www.foa.org.uk/campaign/boycottcocacola,
DO_NOT_BUY,Raris Rice,Food,Rice-Boxed,Mars,,Mars committed investing $1 Billion dollars in partnership with Jerusalem Venture Partners (JVP) to foster food tech solutions in Israel,https://aus.mars.com/news-and-stories/press-releases/mars-partners-with-jerusalem-venture-partners,
DO_NOT_BUY,Raytheon,Weapons Manufacturers,Weapons,RTX,,"RTX manufactures aircraft engines, avionics, aerostructures, cybersecurity solutions, guided missiles, air defense systems, satellites, and drones used in warfare around the world.",https://www.rtx.com/raytheon/what-we-do/integrated-air-and-missile-defense/irondome,
DO_NOT_BUY,RBS,Financial,Banks,Royal Bank of Scotland,,RBS invests in companies selling arms and military equipment to Israel that have been used in the oppression of Palestinians.,https://www.ethicalconsumer.org/money-finance/israel-deadly-investments,
DO_NOT_BUY,RC Cola,Food-Beverage,Soda,Keurig Dr Pepper,,"JAB Holding Company has a controlling interest in Keurig Dr Pepper. JAB funds the Landecker Foundation, which is a German organization fighting anti-semitism by supporting Hillel, a Zionist campus group, and cooperating with Hebrew University, without advocating for justice for Palestinians.",https://www.alfredlandecker.org/en/projects/cooperation-with-the-hebrew-university-of-jerusalem,
DO_NOT_BUY,Real Dairy,Food,Ice Cream,Nestle,,Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.,https://en.wikipedia.org/wiki/Osem_(company),
DO_NOT_BUY,Real Gold Energy Drink,Food-Beverage,Energy Drinks,Coca-Cola,Japan,"Coca-Cola operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.",https://www.foa.org.uk/campaign/boycottcocacola,
DO_NOT_BUY,Realemon,Food-Beverage,Juice,Keurig Dr Pepper,,"JAB Holding Company has a controlling interest in Keurig Dr Pepper. JAB funds the Landecker Foundation, which is a German organization fighting anti-semitism by supporting Hillel, a Zionist campus group, and cooperating with Hebrew University, without advocating for justice for Palestinians.",https://www.alfredlandecker.org/en/projects/cooperation-with-the-hebrew-university-of-jerusalem,
DO_NOT_BUY,Reckitt,Companies,Multinational-Consumer,Reckitt Benckiser,,Reckitt BenckiserÊsigned a cooperation agreement with the Israel Innovation Authority seeking investments in Israeli startups.,https://en.globes.co.il/en/article-reckitt-benckiser-seeks-investments-in-israeli-cos-1001262747,
DO_NOT_BUY,Red Flash Soda,Food-Beverage,Soda,Coca-Cola,,"Coca-Cola operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.",https://www.foa.org.uk/campaign/boycottcocacola,
DO_NOT_BUY,Red Rock Deli,Food-Snacks,Chips,PepsiCo,Australia,PepsiCo owns SodaStream and 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.,https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall#xj4y7vzkg,
DO_NOT_BUY,Redken,Personal Care-Hair,Hair Care,L'Oreal,,L'Oreal has heavy investment in and operates a factory in Occupied Palestine.,https://bdsmovement.net/news/l%E2%80%99oreal-makeup-israeli-apartheid,
DO_NOT_BUY,Redoxon,Personal Care-Health,Vitamins and Supplements,Bayer,,"Bayer has a partnership with the Israeli Innovation Authority, the support arm of the Israeli government, charged with fostering the development of industrial research and development in the State of Israel.",https://www.bayer.com/en/il/climate-tech-program,
DO_NOT_BUY,Reebok,Fashion,Athletic Shoes and Apparel,Authentic Brands Group,,"Reebok is owned by Authority Brands, which supports the occupation by offering company matching of employee giving to charities in Israel, with no mention of Palestine.",https://www.linkedin.com/posts/weareauthentic_activity-7118355618335191041-ycPy?utm_source=share&utm_medium=member_desktop,
DO_NOT_BUY,Regions Bank,Financial,Banks,Regions Bank,,Regions Bank helped bankroll Israeli weapons maker Elbit Systems with a $90M loan.,https://breachmedia.ca/revealed-bmo-bankrolled-israeli-weapons-maker-with-a-90m-loan/,
DO_NOT_BUY,Reign Energy Drink,Food-Beverage,Energy Drinks,Monster Beverage Corp.,,"Monster is partly owned by Coca-Cola, which operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.",https://www.foa.org.uk/campaign/boycottcocacola,
DO_NOT_BUY,Rejoice Shampoo,Personal Care-Hair,Shampoo-Affordable,Procter and Gamble,Malaysia,"P&G is one of the largest clients of Israeli company Avgol, which makes textiles for hygienic products. Avgol Nonwoven operates a plant in the Barkan industrial complex, an illegal Israeli manufacturing settlement on the West Bank adjacent to the settlements of Barkan and Ariel.",https://www.arabamerica.com/10-brands-youll-give-youre-boycotting-israel/,
DO_NOT_BUY,Relentless Energy Drink,Food-Beverage,Energy Drinks,Monster Beverage Corp.,,"Monster is partly owned by Coca-Cola, which operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.",https://www.foa.org.uk/campaign/boycottcocacola,
DO_NOT_BUY,ReMax Realty,Financial,Real Estate,Re/Max Holdings,,"Re/Max markets and sells property in illegal Israeli settlements built on stolen Palestinian land, thus enabling IsraelÕs colonization of the occupied West Bank.",https://theintercept.com/2016/02/11/why-is-remax-selling-properties-in-illegal-israeli-settlements/,
DO_NOT_BUY,Rembrandt,Personal Care-Dental,Toothpaste-Medical,J&J (Kenvue),,"Johnson & JohnsonÊowns companies in Israel, engaging in various sectors including healthcare, pharmaceuticals, and medical devices, furthering its global presence in these critical industries.",https://www.jnjcareers.co.il/en,
DO_NOT_BUY,Rennie,Personal Care-Health,Heartburn,Bayer,UK,"Bayer has a partnership with the Israeli Innovation Authority, the support arm of the Israeli government, charged with fostering the development of industrial research and development in the State of Israel.",https://www.bayer.com/en/il/climate-tech-program,
DO_NOT_BUY,Rentalcars.com,Travel,Online Booking,Booking Holdings,,"Booking.com, whose parent company Booking Holdings owns Rentalcars.com, allows listings in occupied Palestinian territory, and after initially deciding to add a label to properties which are in occupied territory, reversed that move under pressure from Israel.",https://www.aljazeera.com/news/2022/10/5/is-booking-com-reversal-palestine-corporate-hypocrisy,
DO_NOT_BUY,Repossi,Fashion,Jewelry-High End,LVMH,,This brand is owned by LVMH. LVMH owner Bernard Arnault invests hundreds of millions in Israeli companies.,https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/,
DO_NOT_BUY,Republic of Cats,Pet Products,Cat Food-Premium,Nestle,,Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.,https://en.wikipedia.org/wiki/Osem_(company),
DO_NOT_BUY,Resorb,Personal Care-Health,Rehydration,Nestle,,Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.,https://en.wikipedia.org/wiki/Osem_(company),
DO_NOT_BUY,Resource,Personal Care-Health,Nutrition,Nestle,,Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.,https://en.wikipedia.org/wiki/Osem_(company),
DO_NOT_BUY,Revels Chocolate,Food-Sweets,Chocolate,Mars,UK,Mars committed investing $1 Billion dollars in partnership with Jerusalem Venture Partners (JVP) to foster food tech solutions in Israel,https://aus.mars.com/news-and-stories/press-releases/mars-partners-with-jerusalem-venture-partners,
DO_NOT_BUY,Revv Strong Coffee,Food,Coffee-Packaged,Keurig Dr Pepper,,"JAB Holding Company has a controlling interest in Keurig Dr Pepper. JAB funds the Landecker Foundation, which is a German organization fighting anti-semitism by supporting Hillel, a Zionist campus group, and cooperating with Hebrew University, without advocating for justice for Palestinians.",https://www.alfredlandecker.org/en/projects/cooperation-with-the-hebrew-university-of-jerusalem,
DO_NOT_BUY,Rexona,Personal Care-Hygiene,Deodorant-Men | Deodorant-Women,Unilever,Asia,"Unilever operates in Israel through its local subsidiary. It has forced its other subsidiary Ben & JerryÕs into maintaining business with Israel, including selling to its illegal settlements. Unilever profits from the Israeli economy while remaining silent on the injustice of the Occupation. Its Annual Revenue was $63.29 billion in 2023, higher than the GDP of 122 countries.",https://bdsmovement.net/news/unilever-stop-undermining-ben-jerrys-decision-end-israel-settlement-business,
DO_NOT_BUY,Ricacao Chocolate,Food-Sweets,Chocolate,Nestle,Latin America,Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.,https://en.wikipedia.org/wiki/Osem_(company),
DO_NOT_BUY,Rice A Roni,Food,Rice-Boxed,Quaker Oats,,"The owner of Quaker Oats, PepsiCo, bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.",https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall#xj4y7vzkg,
DO_NOT_BUY,Rice Krispie Treats,Food-Snacks,Cookies,Kellanova,,"Kellanova sells its products in Israel through large local distributor Schestowitz Ltd, profiting from the Israeli economy while silent on the injustice of the Occupation. Its Annual Revenue was $19.14 billion in 2023, higher than the GDP of 86 countries.",https://en.globes.co.il/en/article-754126,
DO_NOT_BUY,Rice Krispies,Food,Cereal,Kellanova,,"Kellanova sells its products in Israel through large local distributor Schestowitz Ltd, profiting from the Israeli economy while silent on the injustice of the Occupation. Its Annual Revenue was $19.14 billion in 2023, higher than the GDP of 86 countries.",https://en.globes.co.il/en/article-754126,
DO_NOT_BUY,Rich Juice,Food-Beverage,Juice,Coca-Cola,Greece,"Coca-Cola operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.",https://www.foa.org.uk/campaign/boycottcocacola,
DO_NOT_BUY,Richelet,Personal Care-Health,Vitamins and Supplements,Procter and Gamble,Europe,"P&G is one of the largest clients of Israeli company Avgol, which makes textiles for hygienic products. Avgol Nonwoven operates a plant in the Barkan industrial complex, an illegal Israeli manufacturing settlement on the West Bank adjacent to the settlements of Barkan and Ariel.",https://www.arabamerica.com/10-brands-youll-give-youre-boycotting-israel/,
DO_NOT_BUY,Ricoffy,Food,Coffee-Packaged,Nestle,,Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.,https://en.wikipedia.org/wiki/Osem_(company),
DO_NOT_BUY,Ricore,Food,Coffee-Packaged,Nestle,,Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.,https://en.wikipedia.org/wiki/Osem_(company),
DO_NOT_BUY,Rim Zim Soda,Food-Beverage,Soda,Coca-Cola,India,"Coca-Cola operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.",https://www.foa.org.uk/campaign/boycottcocacola,
DO_NOT_BUY,Rimmel,Personal Care-Beauty,Cosmetics-Affordable,Coty,,"Coty is majority-owned by JAB Holding. JAB Holding Company funds the Landecker Foundation, which is a German organization fighting anti-semitism by supporting Hillel, a Zionist campus group, and cooperating with Hebrew University, without advocating for justice for Palestinians.",https://www.alfredlandecker.org/en/projects/cooperation-with-the-hebrew-university-of-jerusalem,
