name;website;categories;parent name;parent location;parent level;reason;source_url
Miss Vickies;;[];PepsiCo;global;direct;"Owned by **PepsiCo**.

**PepsiCo** bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.";https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall#xj4y7vzkg
Monday.com;;[];Monday.com;global;direct;**Monday.com** is an Israeli start up operating out of Occupied Palestine.;https://investorplace.com/2021/06/mndy-stock-ipo-what-to-know-as-monday-com-starts-trading-today/
Mondelez International, Inc.;;[];Mondelez International, Inc.;global;direct;**Mondelez International Inc.** on Nov. 10(2020) announced a seed investment in Torr FoodTech, an early stage company based in Israel that has developed proprietary technology.;https://www.foodbusinessnews.net/articles/17261-mondelez-invests-in-israel-food-tech-startup
Monster Energy;;[];The Coca-Cola Company;global;direct;"**The Coca-Cola Company** owns an approximate 16.7% stake in **Monster Energy** .

**Coca-Cola Israel** owns dairy farms in the illegal Israeli settlements of Shadmot Mechola in the Jordan Valley and a plant in the industrial zone of Katzerin in the occupied Golan Heights.";http://www.inminds.com/boycott-coca-cola.html
Moovit;;[];Intel;global;direct;Founder, Uri Levine, is a zionist who is also ex-IDF (also founded waze).;https://twitter.com/UriLevine1
Motorola;;[];Lenovo;global;direct;The IDF uses **Motorola** as a main supplier for its communication equipment which enables them to effectively control the occupied Palestinians. They also manufacture the bomb fuses used in IDF bombs.;http://www.inminds.co.uk/boycott-motorola.php
Moynat;;[];MOYNAT;global;direct;"**MOYNAT** is owned by **LVMH**.

Bernard Arnault, the chairman and **CEO** of **LMVH** Moet Hennessy-Louis Vuitton, and the world’s richest man according to Forbes, has **invested** in cybersecurity firm, **Wiz**, the **Israeli** maker of cloud security solutions for enterprises.";https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/
MTV;;[];Paramount Global;global;direct;"Owned by **Paramount Global**.

**Paramount Global** stated, 'We stand with the people of Israel and the global Jewish community.""";https://variety.com/2023/film/news/hollywood-studios-israel-palestine-hamas-attacks-1235753540/
Mugler;;[];Mugler;global;direct;"**Mugler** is owned by **L'Oreal.**

**34.70%** of L’Oreal is owned by Mrs. Francoise Bettencourt Meyers and her family. **20.1%** of L’ Oreal is owned by **Nestle**. Nestle began **investing** in **Israel** in 1995 by buying 10% of Israeli food maker **Osem** Investments, increasing its ownership to 50.1% two years later giving it the controlling share and now owns a 53.8 percent stake in Osem Swiss food giant Nestle will set up a global research and development center for snack foods next year in Sderot, a town in Israel's Negev desert, the Maariv.";https://www.loreal-finance.com/eng/share-ownership
Munchies;;[];PepsiCo;global;direct;"Owned by **PepsiCo**.

**PepsiCo** bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.";https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall#xj4y7vzkg
Munchos;;[];PepsiCo;global;direct;"Owned by **PepsiCo**.

**PepsiCo** bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.";https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall#xj4y7vzkg
Muscle Milk;;[];PepsiCo;global;direct;"Owned by **PepsiCo**.

**PepsiCo** bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.";https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall#xj4y7vzkg
My Black Is Beautiful;;[];Procter and Gamble;global;direct;"Owned by **Procter and Gamble**.

**Procter and Gamble** opened an R&D center in Tel Aviv, Occupied Palestine, in which it invests $2bn annually.";https://www.forbes.com/sites/ricardogeromel/2012/05/16/procter-and-gamble-israel-startup/?sh=766ad3d811f5
Native;;[];Procter and Gamble;global;direct;"Owned by **Procter and Gamble**.

**Procter and Gamble** opened an R&D center in Tel Aviv, Occupied Palestine, in which it invests $2bn annually.";https://www.forbes.com/sites/ricardogeromel/2012/05/16/procter-and-gamble-israel-startup/?sh=766ad3d811f5
NatuChips;;[];PepsiCo;global;direct;"Owned by **PepsiCo**.

**PepsiCo** bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.";https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall#xj4y7vzkg
Nature's Bakery;;[];Mars Inc;global;direct;"Owned by **Mars Inc**.

**Mars** will support Israeli start-ups and the formation of companies, and will work together with leading Israeli academic institutions, such as the Hebrew University, the Weizmann Institute, the Technion, Migall and Tel Hai College, among others, to further Foodtech innovations.";https://www.foodmanufacturing.com/home/news/13251464/mars-incorporated-partners-with-jerusalem-venture-partners-to-foster-foodtech-solutions-in-israel
NaturNes;;[];Nestlé;global;direct;"Owned by **Nestlé**.

**Nestlé** is 100% owned by swiss. **Nestlé** began investing in Israel in 1995 by buying 10% of Israeli food maker Osem Investments, increasing its ownership to 50.1% two years later giving it the controlling share and now owns a 53.8 percent stake in Osem Swiss food giant **Nestlé** will set up a global research and development centre for snack foods in Sderot, a town in Israel's Negev desert, the Maariv newspaper reported on Sunday. ";https://www.just-food.com/news/israel-nestle-to-up-stake-in-osem/?cf-view
Comcast Corp.;;[];Comcast Corporation;global;direct;**Comcast** Donating $2M to Support Humanitarian Relief Amid Israel Crisis.;https://www.hollywoodreporter.com/business/business-news/comcast-humanitarian-relief-israel-1235617669/
Comedy Central;;[];Paramount Global;global;direct;"Owned by **Paramount Global**.

**Paramount Global** stated, 'We stand with the people of Israel and the global Jewish community.""";https://variety.com/2023/film/news/hollywood-studios-israel-palestine-hamas-attacks-1235753540/
Comfort;;[];Unilever;global;direct;"Owned by **Unilever**.

**Comfort** and Ben & Jerry's are owned by **Unilever**. When Ben & Jerry's decided to stop selling its products in Israel, **Unilever** sold off the Israeli distribution rights to Avi Zinger to circumvent their decision and to force Ben & Jerry's brand name to continue selling in Israel.";https://www.unilever.com/news/press-and-media/press-releases/2022/unilever-reaches-new-business-arrangement-for-ben-jerrys-in-israel/
Converse;;[];Nike, Inc.;global;direct;"**Converse Partnership**

**Converse** has partnered with **Delta Galil Industries**, Ltd. (DELT/Tel Aviv Stock Exchange), the global manufacturer and marketer of branded and private label apparel products for men, women, and children. **Delta Galil Industries** is an **Israeli** textile firm headquartered in **Tel Aviv**, with plants around the world.";https://deltagalil.com/brands/licensed-brands/default.aspx
Cornetto;;[];Unilever;global;direct;"Owned by **Unilever**.

**Cornetto** and Ben & Jerry's are owned by **Unilever**. When Ben & Jerry's decided to stop selling its products in Israel, **Unilever** sold off the Israeli distribution rights to Avi Zinger to circumvent their decision and to force Ben & Jerry's brand name to continue selling in Israel.";https://www.unilever.com/news/press-and-media/press-releases/2022/unilever-reaches-new-business-arrangement-for-ben-jerrys-in-israel/
Costa Coffee;;[];The Coca-Cola Company;global;direct;"Owned by **The Coca-Cola Company**.

**Coca-Cola Israel** owns dairy farms in the illegal Israeli settlements of Shadmot Mechola in the Jordan Valley and a plant in the industrial zone of Katzerin in the occupied Golan Heights.";http://www.inminds.com/boycott-coca-cola.html
Côte d'Or;;[];Mondelez International, Inc.;global;direct;"Owned by **Mondelez International, Inc.**

**Mondelez International Inc.** on Nov. 10(2020) announced a seed investment in Torr FoodTech, an early stage company based in Israel that has developed proprietary technology Mondelez said “brings real, simple ingredients together to offer multi-textural, sensorial experiences.""";https://www.foodbusinessnews.net/articles/17261-mondelez-invests-in-israel-food-tech-startup
Cracker Jack;;[];PepsiCo;global;direct;"Owned by **PepsiCo**.

**PepsiCo** bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.";https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall#xj4y7vzkg
Crest;;[];Procter and Gamble;global;direct;"Owned by **Procter and Gamble**.

**Procter and Gamble** opened an R&D center in Tel Aviv, Occupied Palestine, in which it invests $2bn annually.";https://www.forbes.com/sites/ricardogeromel/2012/05/16/procter-and-gamble-israel-startup/?sh=766ad3d811f5
Daim;;[];Mondelez International, Inc.;global;direct;"Owned by **Mondelez International, Inc.**

**Mondelez International Inc.** on Nov. 10(2020) announced a seed investment in Torr FoodTech, an early stage company based in Israel that has developed proprietary technology Mondelez said “brings real, simple ingredients together to offer multi-textural, sensorial experiences.""";https://www.foodbusinessnews.net/articles/17261-mondelez-invests-in-israel-food-tech-startup
Damla Su;;[];The Coca-Cola Company;global;direct;"Owned by **The Coca-Cola Company**.

**Coca-Cola Israel** owns dairy farms in the illegal Israeli settlements of Shadmot Mechola in the Jordan Valley and a plant in the industrial zone of Katzerin in the occupied Golan Heights.";http://www.inminds.com/boycott-coca-cola.html
Danette;;[];Danone;global;direct;"Owned by **Danone**.

**Danone** leads an investment of about NIS 12.5 million in Israel's Wilk, alongside Israeli milk firm Tara.";https://www.jpost.com/business-and-innovation/banking-and-finance/article-743853
Danone;;[];Danone;global;direct;**Danone** leads an investment of about NIS 12.5 million in Israel's Wilk, alongside Israeli milk firm Tara.;https://www.jpost.com/business-and-innovation/banking-and-finance/article-743853
Darphin;;[];Estée Lauder;global;direct;"Darphin is owned by **Estée Lauder**

**Ronald Lauder**, who together with his brother Leonard Lauder inherited the Estee Lauder company, is the president of the **World Jewish Congress**, and chairman of the Jewish National Fund, and is a **zionist** with extremist views and financially and politically supports **Israeli** occupation of Palestinian land.";https://www.jnf.org/menu-3/speakers-bureau/bio-page?id=830973c9-caae-67a8-a4cf-ff000038378d
Dasani;;[];The Coca-Cola Company;global;direct;"Owned by **The Coca-Cola Company**.

**Coca-Cola Israel** owns dairy farms in the illegal Israeli settlements of Shadmot Mechola in the Jordan Valley and a plant in the industrial zone of Katzerin in the occupied Golan Heights.";http://www.inminds.com/boycott-coca-cola.html
Dawn;;[];Procter and Gamble;global;direct;"Owned by **Procter and Gamble**.

**Procter and Gamble** opened an R&D center in Tel Aviv, Occupied Palestine, in which it invests $2bn annually.";https://www.forbes.com/sites/ricardogeromel/2012/05/16/procter-and-gamble-israel-startup/?sh=766ad3d811f5
Del Valle;;[];The Coca-Cola Company;global;direct;"Owned by **The Coca-Cola Company**.

**Coca-Cola Israel** owns dairy farms in the illegal Israeli settlements of Shadmot Mechola in the Jordan Valley and a plant in the industrial zone of Katzerin in the occupied Golan Heights.";http://www.inminds.com/boycott-coca-cola.html
Dettol;;[];Reckitt Benckiser;global;direct;"Owned by **Reckitt Benckiser**

**Reckitt Benckiser** signs a cooperation agreement with the Israel Innovation Authority.";https://en.globes.co.il/en/article-reckitt-benckiser-seeks-investments-in-israeli-cos-1001262747
DFS;;[];DFS;global;direct;"**DFS** is owned by **LVMH**.

Bernard Arnault, the chairman and **CEO** of **LMVH** Moet Hennessy-Louis Vuitton, and the world’s richest man according to Forbes, has **invested** in cybersecurity firm, **Wiz**, the **Israeli** maker of cloud security solutions for enterprises.";https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/
Diesel Fragrances;;[];Diesel Fragrances;global;direct;"**Diesel Fragrances** are owned by **L'Oreal.**

**34.70%** of L’Oreal is owned by Mrs. Francoise Bettencourt Meyers and her family. **20.1%** of L’ Oreal is owned by **Nestle**. Nestle began **investing** in **Israel** in 1995 by buying 10% of Israeli food maker **Osem** Investments, increasing its ownership to 50.1% two years later giving it the controlling share and now owns a 53.8 percent stake in Osem Swiss food giant Nestle will set up a global research and development center for snack foods next year in Sderot, a town in Israel's Negev desert, the Maariv.";https://www.loreal-finance.com/eng/share-ownership
Diet Coke;;[];The Coca-Cola Company;global;direct;"Owned by **The Coca-Cola Company**.

**Coca-Cola Israel** owns dairy farms in the illegal Israeli settlements of Shadmot Mechola in the Jordan Valley and a plant in the industrial zone of Katzerin in the occupied Golan Heights.";http://www.inminds.com/boycott-coca-cola.html
Di Giorno;;[];Nestlé;global;direct;"Owned by **Nestlé**.

**Nestlé** is 100% owned by swiss. **Nestlé** began investing in Israel in 1995 by buying 10% of Israeli food maker Osem Investments, increasing its ownership to 50.1% two years later giving it the controlling share and now owns a 53.8 percent stake in Osem Swiss food giant **Nestlé** will set up a global research and development centre for snack foods in Sderot, a town in Israel's Negev desert, the Maariv newspaper reported on Sunday. ";https://www.just-food.com/news/israel-nestle-to-up-stake-in-osem/?cf-view
Dixan;;[];Henkel;global;direct;"Owned by **Henkel**.

**Henkel** invests in Israeli technology namely by investing in Feelit. A company with its roots in Israël.";https://www.henkel.com/press-and-media/press-releases-and-kits/2021-01-07-henkel-invests-in-technology-start-up-feelit-1141594
Dogadan;;[];The Coca-Cola Company;global;direct;"Owned by **The Coca-Cola Company**.

**Coca-Cola Israel** owns dairy farms in the illegal Israeli settlements of Shadmot Mechola in the Jordan Valley and a plant in the industrial zone of Katzerin in the occupied Golan Heights.";http://www.inminds.com/boycott-coca-cola.html
Dolmio;;[];Mars Inc;global;direct;"Owned by **Mars Inc**.

**Mars** will support Israeli start-ups and the formation of companies, and will work together with leading Israeli academic institutions, such as the Hebrew University, the Weizmann Institute, the Technion, Migall and Tel Hai College, among others, to further Foodtech innovations.";https://www.foodmanufacturing.com/home/news/13251464/mars-incorporated-partners-with-jerusalem-venture-partners-to-foster-foodtech-solutions-in-israel
Domestos;;[];Unilever;global;direct;"Owned by **Unilever**.

**Domestos** and Ben & Jerry's are owned by **Unilever**. When Ben & Jerry's decided to stop selling its products in Israel, **Unilever** sold off the Israeli distribution rights to Avi Zinger to circumvent their decision and to force Ben & Jerry's brand name to continue selling in Israel.";https://www.unilever.com/news/press-and-media/press-releases/2022/unilever-reaches-new-business-arrangement-for-ben-jerrys-in-israel/
Doublemint;;[];Mars Inc;global;direct;"Owned by **Mars Inc**.

**Mars** will support Israeli start-ups and the formation of companies, and will work together with leading Israeli academic institutions, such as the Hebrew University, the Weizmann Institute, the Technion, Migall and Tel Hai College, among others, to further Foodtech innovations.";https://www.foodmanufacturing.com/home/news/13251464/mars-incorporated-partners-with-jerusalem-venture-partners-to-foster-foodtech-solutions-in-israel
Dove (Mars);;[];Mars Inc;global;direct;"Owned by **Mars Inc**.

**Mars** will support Israeli start-ups and the formation of companies, and will work together with leading Israeli academic institutions, such as the Hebrew University, the Weizmann Institute, the Technion, Migall and Tel Hai College, among others, to further Foodtech innovations.";https://www.foodmanufacturing.com/home/news/13251464/mars-incorporated-partners-with-jerusalem-venture-partners-to-foster-foodtech-solutions-in-israel
Downy;;[];Procter and Gamble;global;direct;"Owned by **Procter and Gamble**.

**Procter and Gamble** opened an R&D center in Tel Aviv, Occupied Palestine, in which it invests $2bn annually.";https://www.forbes.com/sites/ricardogeromel/2012/05/16/procter-and-gamble-israel-startup/?sh=766ad3d811f5
Dreamies;;[];Mars Inc;global;direct;"Owned by **Mars Inc**.

**Mars** will support Israeli start-ups and the formation of companies, and will work together with leading Israeli academic institutions, such as the Hebrew University, the Weizmann Institute, the Technion, Migall and Tel Hai College, among others, to further Foodtech innovations.";https://www.foodmanufacturing.com/home/news/13251464/mars-incorporated-partners-with-jerusalem-venture-partners-to-foster-foodtech-solutions-in-israel
Dr.Jart+;;[];Estée Lauder;global;direct;"Dr.Jart+ is owned by **Estée Lauder**.

**Ronald Lauder**, who together with his brother Leonard Lauder inherited the Estee Lauder company, is the president of the **World Jewish Congress**, and chairman of the Jewish National Fund, and is a **zionist** with extremist views and financially and politically supports **Israeli** occupation of Palestinian land.";https://www.jnf.org/menu-3/speakers-bureau/bio-page?id=830973c9-caae-67a8-a4cf-ff000038378d
Dr. Pepper;;[];The Coca-Cola Company;global;direct;"Owned by **The Coca-Cola Company**. (Only in United Kingdom, Japan, and South Korea)
Owned by **PepsiCo**. (Only in Canada and Oceania)

**Coca-Cola Israel** owns dairy farms in the illegal Israeli settlements of Shadmot Mechola in the Jordan Valley and a plant in the industrial zone of Katzerin in the occupied Golan Heights.

**PepsiCo** bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.";http://www.inminds.com/boycott-coca-cola.html
Durex;;[];Reckitt Benckiser;global;direct;"Owned by **Reckitt Benckiser**

**Reckitt Benckiser** signs a cooperation agreement with the Israel Innovation Authority.";https://en.globes.co.il/en/article-reckitt-benckiser-seeks-investments-in-israeli-cos-1001262747
Duyvis;;[];PepsiCo;global;direct;"Owned by **PepsiCo**.

**PepsiCo** bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.";https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall#xj4y7vzkg
Ebly;;[];Mars Inc;global;direct;"Owned by **Mars Inc**.

**Mars** will support Israeli start-ups and the formation of companies, and will work together with leading Israeli academic institutions, such as the Hebrew University, the Weizmann Institute, the Technion, Migall and Tel Hai College, among others, to further Foodtech innovations.";https://www.foodmanufacturing.com/home/news/13251464/mars-incorporated-partners-with-jerusalem-venture-partners-to-foster-foodtech-solutions-in-israel
Eclipse;;[];Mars Inc;global;direct;"Owned by **Mars Inc**.

**Mars** will support Israeli start-ups and the formation of companies, and will work together with leading Israeli academic institutions, such as the Hebrew University, the Weizmann Institute, the Technion, Migall and Tel Hai College, among others, to further Foodtech innovations.";https://www.foodmanufacturing.com/home/news/13251464/mars-incorporated-partners-with-jerusalem-venture-partners-to-foster-foodtech-solutions-in-israel
Editions de parfums Frederic Malle;;[];Estée Lauder;global;direct;"Editions de parfums Frederic Malle is owned by **Estée Lauder**.

**Ronald Lauder**, who together with his brother Leonard Lauder inherited the Estee Lauder company, is the president of the **World Jewish Congress**, and chairman of the Jewish National Fund, and is a **zionist** with extremist views and financially and politically supports **Israeli** occupation of Palestinian land.";https://www.jnf.org/menu-3/speakers-bureau/bio-page?id=830973c9-caae-67a8-a4cf-ff000038378d
Elementor;;[];Elementor;global;direct;**Elementor** is an Israeli software development company.;https://en.wikipedia.org/wiki/Elementor#:~:text=Elementor%20Ltd.%20is%20an%20Israeli,drag%2Dand%2Ddrop%20technique.
Elevit;;[];Bayer;global;direct;"Owned by **Bayer**.

There is a partnership between **Bayer** and the Israeli Innovation Authority. The Israel Innovation Authority (IIA) is the support arm of the Israeli government, charged with fostering the development of industrial research and development in the State of Israel.";https://www.bayer.com/en/il/climate-tech-program
Elle;;[];Elle;global;direct;"**Elle Partnership**

**Elle** has partnered with **Delta Galil Industries**, Ltd. (DELT/Tel Aviv Stock Exchange), the global manufacturer and marketer of branded and private label apparel products for men, women, and children. **Delta Galil Industries** is an **Israeli** textile firm headquartered in **Tel Aviv**, with plants around the world.";https://deltagalil.com/brands/licensed-brands/default.aspx
Elseve;;[];L'Oreal;global;direct;"Owned by **L'Oreal**. 

34.70% of **L’Oreal** is owned by Mrs. Francoise Bettencourt Meyers and her family. 20.1% of **L’Oreal** is owned by **Nestle**. **Nestle** began investing in Israel in 1995 by buying 10% of Israeli food maker Osem Investments, increasing its ownership to 50.1% two years later giving it the controlling share and now owns a 53.8 percent stake in Osem Swiss food giant **Nestle** will set up a global research and development center for snack foods next year in Sderot, a town in Israel's Negev desert, the Maariv.";https://www.loreal-finance.com/eng/share-ownership
Emilio Pucci;;[];EMILIO PUCCI;global;direct;"**EMILIO PUCCI** is owned by **LVMH**.

Bernard Arnault, the chairman and **CEO** of **LMVH** Moet Hennessy-Louis Vuitton, and the world’s richest man according to Forbes, has **invested** in cybersecurity firm, **Wiz**, the **Israeli** maker of cloud security solutions for enterprises.";https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/
Era;;[];Procter and Gamble;global;direct;"Owned by **Procter and Gamble**.

**Procter and Gamble** opened an R&D center in Tel Aviv, Occupied Palestine, in which it invests $2bn annually.";https://www.forbes.com/sites/ricardogeromel/2012/05/16/procter-and-gamble-israel-startup/?sh=766ad3d811f5
Erikli ;;[];Nestlé;global;direct;"Owned by **Nestlé**.

**Nestlé** is 100% owned by swiss. **Nestlé** began investing in Israel in 1995 by buying 10% of Israeli food maker Osem Investments, increasing its ownership to 50.1% two years later giving it the controlling share and now owns a 53.8 percent stake in Osem Swiss food giant **Nestlé** will set up a global research and development centre for snack foods in Sderot, a town in Israel's Negev desert, the Maariv newspaper reported on Sunday. ";https://www.just-food.com/news/israel-nestle-to-up-stake-in-osem/?cf-view
Essie;;[];Essie;global;direct;"**Essie** is owned By **L' Oreal**.

**34.70%** of L’Oreal is owned by Mrs. Francoise **Bettencourt** Meyers and her family. **20.1%** of L’ Oreal is owned by **Nestle**. Nestle began investing in Israel in 1995 by buying 10% of Israeli food maker **Osem** Investments, increasing its ownership to 50.1% two years later giving it the controlling share and now owns a **53.8 percent stake** in Osem Swiss food giant Nestle will set up a global research and development center for snack foods next year in Sderot, a town in Israel's Negev desert, the Maariv.";https://www.loreal-finance.com/eng/share-ownership
Estée Lauder;;[];The Estée Lauder Companies Inc.;global;direct;**Ronald Lauder**, who together with his brother Leonard Lauder inherited the Estee Lauder company, is the president of the **World Jewish Congress**, and chairman of the Jewish National Fund, and is a **zionist** with extremist views and financially and politically supports **Israeli** occupation of Palestinian land.;https://www.jnf.org/menu-3/speakers-bureau/bio-page?id=830973c9-caae-67a8-a4cf-ff000038378d
Ethel M;;[];Mars Inc;global;direct;"Owned by **Mars Inc**.

**Mars** will support Israeli start-ups and the formation of companies, and will work together with leading Israeli academic institutions, such as the Hebrew University, the Weizmann Institute, the Technion, Migall and Tel Hai College, among others, to further Foodtech innovations.";https://www.foodmanufacturing.com/home/news/13251464/mars-incorporated-partners-with-jerusalem-venture-partners-to-foster-foodtech-solutions-in-israel
eToro;;[];eToro Group Limited;global;direct;Yoni Assia is the CEO of **eToro** and is a staunch zionist who supports the IDF.;https://twitter.com/yoniassia
Evian;;[];Danone;global;direct;"Owned by **Danone**.

**Danone** leads an investment of about NIS 12.5 million in Israel's Wilk, alongside Israeli milk firm Tara.";https://www.jpost.com/business-and-innovation/banking-and-finance/article-743853
Evolve;;[];PepsiCo;global;direct;"Owned by **PepsiCo**.

**PepsiCo** bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.
";https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall#xj4y7vzkg
Fa;;[];Henkel;global;direct;"Owned by **Henkel**.

**Henkel** invests in Israeli technology namely by investing in Feelit. A company with its roots in Israël.";https://www.henkel.com/press-and-media/press-releases-and-kits/2021-01-07-henkel-invests-in-technology-start-up-feelit-1141594
Fairlife;;[];The Coca-Cola Company;global;direct;"Owned by **The Coca-Cola Company**.

**Coca-Cola Israel** owns dairy farms in the illegal Israeli settlements of Shadmot Mechola in the Jordan Valley and a plant in the industrial zone of Katzerin in the occupied Golan Heights.";http://www.inminds.com/boycott-coca-cola.html
Fairy;;[];Procter and Gamble;global;direct;"Owned by **Procter and Gamble**.

**Procter and Gamble** opened an R&D center in Tel Aviv, Occupied Palestine, in which it invests $2bn annually.";https://www.forbes.com/sites/ricardogeromel/2012/05/16/procter-and-gamble-israel-startup/?sh=766ad3d811f5
Falim;;[];Mondelez International, Inc.;global;direct;"Owned by **Mondelez International, Inc.**

**Mondelez International Inc.** on Nov. 10(2020) announced a seed investment in Torr FoodTech, an early stage company based in Israel that has developed proprietary technology Mondelez said “brings real, simple ingredients together to offer multi-textural, sensorial experiences.""";https://www.foodbusinessnews.net/articles/17261-mondelez-invests-in-israel-food-tech-startup
Febreze;;[];Procter and Gamble;global;direct;"Owned by **Procter and Gamble**.

**Procter and Gamble** opened an R&D center in Tel Aviv, Occupied Palestine, in which it invests $2bn annually.";https://www.forbes.com/sites/ricardogeromel/2012/05/16/procter-and-gamble-israel-startup/?sh=766ad3d811f5
Fenty;;[];LVMH;global;direct;"Fenty is owned by **LVMH**.

Bernard Arnault, the chairman and **CEO** of **LMVH** Moet Hennessy-Louis Vuitton, and the world’s richest man according to Forbes, has **invested** in cybersecurity firm, **Wiz**, the **Israeli** maker of cloud security solutions for enterprises.";https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/
Fernandes;;[];The Coca-Cola Company;global;direct;"Owned by **The Coca-Cola Company**.

**Coca-Cola Israel** owns dairy farms in the illegal Israeli settlements of Shadmot Mechola in the Jordan Valley and a plant in the industrial zone of Katzerin in the occupied Golan Heights.";http://www.inminds.com/boycott-coca-cola.html
Fisher-Price;;[];Mattel;global;direct;"Owned by **Mattel**.

""We unequivocally stand in solidarity with Israel in the global fight against terrorism,” says a joint letter that was signed by 15 industry executives, including the CEO of **Mattel**.";https://variety.com/2023/film/news/hollywood-studios-israel-palestine-hamas-attacks-1235753540/
Fitbit;;[];Fitbit;global;direct;"**Fitbit** is owned by **Google**

Amazon and Google are working together on **Project Nimbus**. 
**Project Nimbus** is a $1.2bn contract to provide cloud services for the **Israeli military and government**. This technology allows for further surveillance of and **unlawful data collection** on Palestinians, and facilitates expansion of Israel’s **illegal settlements** on Palestinian land.";https://www.theguardian.com/commentisfree/2021/oct/12/google-amazon-workers-condemn-project-nimbus-israeli-military-contract
Fiverr;;[];Fiverr International Ltd.;global;direct;CEO, Micha Kaufman, is a staunch zionist who supports the IDF.;https://twitter.com/michakaufman
Fixodent;;[];Procter and Gamble;global;direct;"Owned by **Procter and Gamble**.

**Procter and Gamble** opened an R&D center in Tel Aviv, Occupied Palestine, in which it invests $2bn annually.";https://www.forbes.com/sites/ricardogeromel/2012/05/16/procter-and-gamble-israel-startup/?sh=766ad3d811f5
Fleuril;;[];Henkel;global;direct;"Owned by **Henkel**.

**Henkel** invests in Israeli technology namely by investing in Feelit. A company with its roots in Israël.";https://www.henkel.com/press-and-media/press-releases-and-kits/2021-01-07-henkel-invests-in-technology-start-up-feelit-1141594
foodspring;;[];Mars Inc;global;direct;"Owned by **Mars Inc**.

**Mars** will support Israeli start-ups and the formation of companies, and will work together with leading Israeli academic institutions, such as the Hebrew University, the Weizmann Institute, the Technion, Migall and Tel Hai College, among others, to further Foodtech innovations.";https://www.foodmanufacturing.com/home/news/13251464/mars-incorporated-partners-with-jerusalem-venture-partners-to-foster-foodtech-solutions-in-israel
Fred;;[];Fred;global;direct;"**Fred** is owned by **LVMH**.

Bernard Arnault, the chairman and **CEO** of **LMVH** Moet Hennessy-Louis Vuitton, and the world’s richest man according to Forbes, has **invested** in cybersecurity firm, **Wiz**, the **Israeli** maker of cloud security solutions for enterprises.";https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/
Freia;;[];Mondelez International, Inc.;global;direct;"Owned by **Mondelez International, Inc.**

**Mondelez International Inc.** on Nov. 10(2020) announced a seed investment in Torr FoodTech, an early stage company based in Israel that has developed proprietary technology Mondelez said “brings real, simple ingredients together to offer multi-textural, sensorial experiences.""";https://www.foodbusinessnews.net/articles/17261-mondelez-invests-in-israel-food-tech-startup
Fresca;;[];The Coca-Cola Company;global;direct;"Owned by **The Coca-Cola Company**.

**Coca-Cola Israel** owns dairy farms in the illegal Israeli settlements of Shadmot Mechola in the Jordan Valley and a plant in the industrial zone of Katzerin in the occupied Golan Heights.";http://www.inminds.com/boycott-coca-cola.html
